 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.42410e-02   1.16148e-02   5.92702e-03 | 3.17828e-02 | 4.45428e-02 | 2.13317e-01 | 7.79688e-01 | 3.26655e+01
  2 | 3.15820e-02 | 6.15454e-04   3.31286e-03   1.34496e-02 | 1.73779e-02 | 1.28402e-02 | 1.33747e-03 | 7.72635e-02 | 4.29142e-01
  3 | 3.74442e-02 | 5.34991e-03   5.25698e-03   5.40495e-03 | 1.60118e-02 | 9.25150e-03 | 1.10405e-03 | 1.38107e-01 | 3.66509e-01
  4 | 2.71567e-02 | 4.44882e-03   3.42226e-03   3.33543e-03 | 1.12065e-02 | 6.46375e-03 | 8.11681e-04 | 1.29290e-01 | 2.37184e-01
  5 | 1.82888e-02 | 1.82978e-03   3.33489e-03   2.85248e-04 | 5.44991e-03 | 4.41035e-03 | 5.56637e-04 | 1.89952e-01 | 1.89355e-01
  6 | 1.30455e-02 | 2.78452e-03   1.78887e-03   2.12710e-03 | 6.70049e-03 | 2.99165e-03 | 3.95438e-04 | 1.74658e-01 | 1.11738e-01
  7 | 8.92901e-03 | 1.33834e-03   1.27767e-03   6.14746e-04 | 3.23076e-03 | 2.22652e-03 | 2.76602e-04 | 9.63400e-02 | 7.80286e-02
  8 | 6.37783e-03 | 1.07956e-03   4.60066e-05   1.24688e-03 | 2.28043e-03 | 1.48840e-03 | 1.92514e-04 | 1.18612e-01 | 7.45500e-02
  9 | 4.91388e-03 | 9.73521e-04   1.46278e-03   1.74611e-03 | 4.18242e-03 | 1.24921e-03 | 1.48907e-04 | 1.17816e-01 | 5.09040e-02
 10 | 3.02473e-03 | 4.09029e-04   9.67820e-04   1.37935e-03 | 2.49736e-06 | 8.12836e-04 | 9.57086e-05 | 1.20239e-01 | 3.58786e-03
 11 | 1.68859e-03 | 1.64274e-04   9.66187e-04   1.53872e-03 | 7.36803e-04 | 5.92738e-04 | 5.41086e-05 | 1.14553e-01 | 1.52685e-02
 12 | 1.92926e-03 | 3.18244e-04   2.41135e-03   8.48926e-05 | 2.81449e-03 | 5.40803e-04 | 5.74565e-05 | 1.45599e-01 | 2.30215e-02
 13 | 5.18729e-04 | 8.19430e-04   7.54073e-04   1.01588e-04 | 1.66945e-04 | 4.23809e-04 | 2.09432e-05 | 1.41357e-01 | 3.30111e-03
 14 | 4.06883e-04 | 2.24658e-03   4.85825e-04   1.49850e-04 | 2.88225e-03 | 4.26196e-04 | 1.31803e-05 | 1.08963e-01 | 1.73012e-02
 15 | 8.81696e-04 | 2.52236e-03   3.76033e-04   1.03316e-03 | 3.17948e-03 | 4.73848e-04 | 2.57366e-05 | 1.34301e-01 | 7.98060e-03
