 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.35395e-02   1.31782e-02   5.29192e-03 | 3.20097e-02 | 4.45278e-02 | 2.13345e-01 | 7.82096e-01 | 3.26655e+01
  2 | 3.15820e-02 | 1.20316e-03   6.86066e-03   1.40446e-02 | 1.97021e-02 | 1.29846e-02 | 1.33878e-03 | 1.74103e-01 | 4.29142e-01
  3 | 3.74442e-02 | 5.59428e-03   2.78244e-03   3.26222e-03 | 1.16389e-02 | 9.16251e-03 | 1.10237e-03 | 1.68545e-01 | 3.66509e-01
  4 | 2.71567e-02 | 4.62646e-03   5.69596e-03   4.88397e-03 | 1.52064e-02 | 6.50365e-03 | 8.13332e-04 | 1.40774e-01 | 2.37184e-01
  5 | 1.82888e-02 | 4.85177e-03   1.31975e-03   1.68593e-03 | 7.85744e-03 | 4.35892e-03 | 5.57648e-04 | 1.74784e-01 | 1.89355e-01
  6 | 1.30455e-02 | 6.12732e-04   1.52510e-03   2.22343e-03 | 4.36127e-03 | 3.08920e-03 | 3.95743e-04 | 1.86842e-01 | 1.11738e-01
  7 | 8.92901e-03 | 2.08888e-03   2.19120e-03   1.38244e-04 | 4.41833e-03 | 2.17387e-03 | 2.75346e-04 | 1.05415e-01 | 7.80286e-02
  8 | 6.37783e-03 | 7.67074e-04   6.59946e-04   1.45663e-03 | 1.34951e-03 | 1.49282e-03 | 1.92444e-04 | 1.69446e-01 | 7.45500e-02
  9 | 4.91388e-03 | 8.24583e-04   2.44646e-03   1.75166e-03 | 3.37353e-03 | 1.20330e-03 | 1.50106e-04 | 2.67626e-01 | 5.09040e-02
 10 | 3.02473e-03 | 2.20663e-03   2.65360e-04   6.52170e-05 | 2.53721e-03 | 8.27650e-04 | 9.46584e-05 | 1.92265e-01 | 3.58786e-03
 11 | 1.68859e-03 | 6.27521e-04   7.76873e-04   9.78084e-04 | 8.28732e-04 | 5.79098e-04 | 5.50710e-05 | 1.63473e-01 | 1.52685e-02
 12 | 1.92926e-03 | 1.00412e-03   7.58998e-04   8.85600e-04 | 1.13072e-03 | 5.58619e-04 | 5.69883e-05 | 8.18961e-02 | 2.30215e-02
 13 | 5.18729e-04 | 2.58981e-04   7.84971e-05   1.77541e-03 | 2.11289e-03 | 3.55909e-04 | 2.27256e-05 | 9.22712e-02 | 3.30111e-03
 14 | 4.06883e-04 | 9.42606e-04   1.04747e-03   5.02747e-04 | 3.97883e-04 | 4.51083e-04 | 1.44621e-05 | 9.54890e-02 | 1.73012e-02
 15 | 8.81696e-04 | 1.75141e-04   2.51149e-04   5.14213e-04 | 5.90221e-04 | 4.26313e-04 | 2.65781e-05 | 9.98305e-02 | 7.98060e-03
