 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.52928e-02   1.21540e-02   4.64305e-03 | 3.20899e-02 | 4.45783e-02 | 2.13321e-01 | 7.75340e-01 | 3.26655e+01
  2 | 3.15820e-02 | 1.93155e-03   5.80028e-03   1.20507e-02 | 1.97825e-02 | 1.28889e-02 | 1.33682e-03 | 1.23630e-01 | 4.29142e-01
  3 | 3.74442e-02 | 4.43360e-03   3.94883e-03   5.38160e-03 | 1.37640e-02 | 9.18110e-03 | 1.10482e-03 | 1.03778e-01 | 3.66509e-01
  4 | 2.71567e-02 | 4.36450e-03   3.16100e-03   3.80356e-03 | 1.13290e-02 | 6.49155e-03 | 8.13327e-04 | 1.02182e-01 | 2.37184e-01
  5 | 1.82888e-02 | 1.28652e-03   4.51872e-03   9.83757e-04 | 6.78900e-03 | 4.41636e-03 | 5.56409e-04 | 2.46250e-01 | 1.89355e-01
  6 | 1.30455e-02 | 4.96099e-03   3.48795e-04   1.15969e-03 | 6.46947e-03 | 3.11132e-03 | 3.97040e-04 | 2.36073e-01 | 1.11738e-01
  7 | 8.92901e-03 | 7.94308e-04   1.43489e-03   1.86319e-03 | 2.50377e-03 | 2.06687e-03 | 2.70285e-04 | 1.34370e-01 | 7.80286e-02
  8 | 6.37783e-03 | 2.67767e-03   5.66137e-04   2.09361e-04 | 3.03445e-03 | 1.61421e-03 | 1.97712e-04 | 1.16901e-01 | 7.45500e-02
  9 | 4.91388e-03 | 5.17306e-04   1.82370e-03   3.43884e-04 | 1.65028e-03 | 1.18252e-03 | 1.47962e-04 | 7.76664e-02 | 5.09040e-02
 10 | 3.02473e-03 | 8.25093e-04   8.39080e-04   2.54767e-03 | 2.53368e-03 | 8.28683e-04 | 9.62892e-05 | 1.53357e-01 | 3.58786e-03
 11 | 1.68859e-03 | 2.40270e-03   6.77939e-04   2.30381e-03 | 4.02857e-03 | 6.12330e-04 | 5.31613e-05 | 1.15393e-01 | 1.52685e-02
 12 | 1.92926e-03 | 3.22038e-03   4.24098e-04   2.38693e-03 | 6.03140e-03 | 6.32625e-04 | 5.80331e-05 | 1.25846e-01 | 2.30215e-02
 13 | 5.18729e-04 | 6.91084e-04   8.44474e-04   1.13382e-03 | 4.01734e-04 | 4.52797e-04 | 2.17053e-05 | 1.15530e-01 | 3.30111e-03
 14 | 4.06883e-04 | 9.02246e-05   7.93301e-04   3.57626e-04 | 5.25900e-04 | 3.54166e-04 | 1.26779e-05 | 7.52292e-02 | 1.73012e-02
 15 | 8.81696e-04 | 1.29166e-03   2.98877e-04   8.57224e-04 | 2.44776e-03 | 3.34507e-04 | 2.59418e-05 | 1.09304e-01 | 7.98060e-03
