 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.49830e-02   1.06996e-02   4.33729e-03 | 3.00198e-02 | 4.46761e-02 | 2.13425e-01 | 7.77850e-01 | 3.26655e+01
  2 | 3.15820e-02 | 1.63109e-03   2.71837e-03   1.08795e-02 | 1.52289e-02 | 1.29078e-02 | 1.33916e-03 | 1.98475e-01 | 4.29142e-01
  3 | 3.74442e-02 | 4.00568e-03   6.55890e-03   6.11673e-03 | 1.66813e-02 | 9.15965e-03 | 1.10348e-03 | 1.43150e-01 | 3.66509e-01
  4 | 2.71567e-02 | 5.16756e-03   3.80413e-03   2.81597e-03 | 1.17877e-02 | 6.49910e-03 | 8.16366e-04 | 1.57588e-01 | 2.37184e-01
  5 | 1.82888e-02 | 3.48156e-03   3.24071e-03   1.51245e-03 | 8.23471e-03 | 4.39475e-03 | 5.56612e-04 | 1.53906e-01 | 1.89355e-01
  6 | 1.30455e-02 | 9.12291e-04   7.98561e-04   3.10242e-03 | 4.81327e-03 | 3.15360e-03 | 3.99108e-04 | 1.06038e-01 | 1.11738e-01
  7 | 8.92901e-03 | 2.46064e-03   6.31011e-05   4.12625e-04 | 2.11112e-03 | 2.03900e-03 | 2.69801e-04 | 1.66202e-01 | 7.80286e-02
  8 | 6.37783e-03 | 2.29738e-04   1.03907e-03   6.71084e-04 | 1.93989e-03 | 1.55461e-03 | 1.98242e-04 | 2.39318e-01 | 7.45500e-02
  9 | 4.91388e-03 | 1.28215e-03   7.07381e-04   4.39419e-05 | 1.94559e-03 | 1.20896e-03 | 1.48267e-04 | 1.42508e-01 | 5.09040e-02
 10 | 3.02473e-03 | 1.39793e-04   1.09983e-03   3.23790e-03 | 4.19794e-03 | 8.56742e-04 | 9.46942e-05 | 1.26063e-01 | 3.58786e-03
 11 | 1.68859e-03 | 1.03587e-03   2.11822e-03   1.00976e-03 | 2.09211e-03 | 5.23867e-04 | 5.35830e-05 | 9.25314e-02 | 1.52685e-02
 12 | 1.92926e-03 | 1.32093e-03   3.46804e-03   1.03719e-03 | 3.18430e-03 | 5.79696e-04 | 5.85146e-05 | 2.41512e-01 | 2.30215e-02
 13 | 5.18729e-04 | 9.02759e-04   6.77672e-04   9.79012e-04 | 2.55944e-03 | 3.38399e-04 | 2.04575e-05 | 1.80915e-01 | 3.30111e-03
 14 | 4.06883e-04 | 7.51570e-04   6.85455e-04   9.36923e-04 | 8.70807e-04 | 3.64330e-04 | 1.42099e-05 | 9.96383e-02 | 1.73012e-02
 15 | 8.81696e-04 | 1.76013e-03   9.06145e-04   2.59070e-03 | 5.25698e-03 | 4.03616e-04 | 2.57430e-05 | 1.47098e-01 | 7.98060e-03
