 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.06781e-02   9.51007e-03   8.10676e-03 | 2.82949e-02 | 3.88323e-02 | 2.13354e-01 | 7.91825e-01 | 3.26369e+01
  2 | 3.12147e-02 | 3.24607e-03   4.37496e-03   9.81618e-03 | 1.74372e-02 | 1.11452e-02 | 1.32645e-03 | 8.18650e-02 | 4.21844e-01
  3 | 3.52412e-02 | 7.56636e-03   3.22707e-03   4.94349e-03 | 1.57369e-02 | 7.80850e-03 | 1.04689e-03 | 1.41367e-01 | 3.37750e-01
  4 | 2.46137e-02 | 2.91565e-03   3.75953e-03   9.40586e-04 | 7.61576e-03 | 5.25103e-03 | 7.39641e-04 | 1.66061e-01 | 2.50372e-01
  5 | 1.72952e-02 | 1.98680e-03   1.83805e-03   3.95089e-03 | 7.77574e-03 | 3.70502e-03 | 5.23191e-04 | 1.34967e-01 | 1.20045e-01
  6 | 1.17325e-02 | 8.38201e-04   2.41017e-03   1.47276e-03 | 4.72113e-03 | 2.60609e-03 | 3.61985e-04 | 9.86636e-02 | 1.20639e-01
  7 | 8.20730e-03 | 1.04478e-03   1.57456e-04   1.64341e-03 | 7.56081e-04 | 1.77854e-03 | 2.46416e-04 | 1.74817e-01 | 6.45954e-02
  8 | 5.82678e-03 | 1.63655e-03   2.46660e-03   5.67932e-04 | 4.67108e-03 | 1.27258e-03 | 1.80817e-04 | 1.28245e-01 | 5.81933e-02
  9 | 3.79402e-03 | 1.87216e-03   5.57070e-04   1.41498e-04 | 1.17359e-03 | 8.63849e-04 | 1.18150e-04 | 7.49504e-02 | 5.54015e-02
 10 | 2.72845e-03 | 5.83800e-04   4.63227e-04   1.31054e-03 | 2.35756e-03 | 6.46673e-04 | 8.30042e-05 | 5.61930e-02 | 2.46719e-02
 11 | 1.74284e-03 | 1.29342e-03   1.54405e-03   2.42701e-04 | 4.93333e-04 | 5.39584e-04 | 5.48165e-05 | 8.28373e-02 | 1.70686e-03
 12 | 1.25566e-03 | 1.20581e-03   1.61912e-04   8.85489e-04 | 1.58409e-04 | 4.65100e-04 | 3.93318e-05 | 8.86650e-02 | 1.51600e-03
 13 | 9.70478e-04 | 6.76159e-04   1.54157e-03   8.05850e-05 | 2.13715e-03 | 4.06725e-04 | 3.12029e-05 | 1.31484e-01 | 2.82972e-02
 14 | 1.07982e-03 | 2.70928e-04   1.12869e-03   3.30648e-04 | 1.73026e-03 | 4.31307e-04 | 3.21741e-05 | 1.29923e-01 | 2.28843e-02
 15 | 9.04800e-04 | 2.27895e-03   4.94619e-04   1.12047e-03 | 3.89405e-03 | 4.82443e-04 | 2.81142e-05 | 9.23340e-02 | 1.61496e-02
