 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 9.82707e-03   1.07644e-02   8.36799e-03 | 2.89595e-02 | 3.88311e-02 | 2.13396e-01 | 7.58625e-01 | 3.26369e+01
  2 | 3.12147e-02 | 2.38991e-03   5.03595e-03   1.04373e-02 | 1.78631e-02 | 1.12376e-02 | 1.32892e-03 | 1.33768e-01 | 4.21844e-01
  3 | 3.52412e-02 | 5.59624e-03   4.63965e-03   4.72723e-03 | 1.49631e-02 | 7.68379e-03 | 1.04238e-03 | 1.46313e-01 | 3.37750e-01
  4 | 2.46137e-02 | 3.37253e-03   2.69792e-03   3.27935e-03 | 9.34980e-03 | 5.29847e-03 | 7.41997e-04 | 1.83748e-01 | 2.50372e-01
  5 | 1.72952e-02 | 2.29626e-03   2.69607e-03   1.20232e-03 | 6.19465e-03 | 3.72416e-03 | 5.25317e-04 | 1.01235e-01 | 1.20045e-01
  6 | 1.17325e-02 | 1.33650e-04   3.35738e-03   1.66130e-03 | 4.88503e-03 | 2.46643e-03 | 3.56448e-04 | 9.06479e-02 | 1.20639e-01
  7 | 8.20730e-03 | 3.21695e-03   1.14770e-03   1.28605e-03 | 5.65070e-03 | 1.83199e-03 | 2.54647e-04 | 1.52159e-01 | 6.45954e-02
  8 | 5.82678e-03 | 8.59740e-04   4.59752e-04   9.14044e-04 | 1.31403e-03 | 1.29256e-03 | 1.75901e-04 | 1.67750e-01 | 5.81933e-02
  9 | 3.79402e-03 | 1.01205e-04   5.85037e-05   1.76063e-03 | 1.71793e-03 | 8.70299e-04 | 1.17419e-04 | 7.99430e-02 | 5.54015e-02
 10 | 2.72845e-03 | 9.62669e-06   1.22304e-03   3.04285e-03 | 1.82944e-03 | 7.92874e-04 | 8.49692e-05 | 1.33837e-01 | 2.46719e-02
 11 | 1.74284e-03 | 1.11013e-04   9.97269e-04   2.02967e-03 | 9.21389e-04 | 4.99201e-04 | 5.36444e-05 | 5.72259e-02 | 1.70686e-03
 12 | 1.25566e-03 | 3.07342e-04   4.04340e-04   6.56756e-04 | 5.49258e-05 | 4.59394e-04 | 3.93773e-05 | 7.67845e-02 | 1.51600e-03
 13 | 9.70478e-04 | 1.21572e-03   5.46320e-04   9.90561e-04 | 1.65996e-03 | 4.02450e-04 | 3.00681e-05 | 1.32968e-01 | 2.82972e-02
 14 | 1.07982e-03 | 2.59482e-04   1.11755e-03   1.60150e-03 | 2.24460e-04 | 4.19967e-04 | 3.23170e-05 | 1.63080e-01 | 2.28843e-02
 15 | 9.04800e-04 | 4.65538e-04   1.26737e-03   2.06295e-03 | 3.79586e-03 | 4.40215e-04 | 3.05724e-05 | 1.15462e-01 | 1.61496e-02
