G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                             101         0.5596036761      0.0000000000      0.5000000000      0.0000000000
M                             201         1.1192073522      0.5000000000      0.5000000000      0.0000000000
G                             342         1.9106064606      0.0000000000      0.0000000000      0.0000000000
Z                             413         2.3063059335      0.0000000000      0.0000000000      0.5000000000
R                             513         2.8659096096      0.0000000000      0.5000000000      0.5000000000
A                             613         3.4255132858      0.5000000000      0.5000000000      0.5000000000
Z                             754         4.2169123941      0.0000000000      0.0000000000      0.5000000000
