 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.61358e-02   1.18860e-02   5.05743e-03 | 3.30792e-02 | 4.45651e-02 | 2.13404e-01 | 7.57115e-01 | 3.26785e+01
  2 | 3.15144e-02 | 2.24257e-03   6.40573e-03   1.27530e-02 | 2.14013e-02 | 1.29254e-02 | 1.33833e-03 | 1.45880e-01 | 4.27645e-01
  3 | 3.73026e-02 | 6.33560e-03   3.56630e-03   3.52738e-03 | 1.34293e-02 | 9.19772e-03 | 1.09983e-03 | 1.57122e-01 | 3.62259e-01
  4 | 2.64463e-02 | 2.37090e-03   5.17289e-03   5.56209e-03 | 1.31059e-02 | 6.36589e-03 | 7.95377e-04 | 1.64313e-01 | 2.56503e-01
  5 | 1.87420e-02 | 4.59939e-03   1.57556e-03   9.98903e-04 | 7.17386e-03 | 4.42335e-03 | 5.67079e-04 | 1.33730e-01 | 1.81840e-01
  6 | 1.28946e-02 | 4.40950e-04   1.60217e-03   1.66315e-03 | 3.70626e-03 | 3.10658e-03 | 3.95064e-04 | 1.03999e-01 | 8.80594e-02
  7 | 9.38182e-03 | 6.19878e-04   1.22586e-03   1.14492e-03 | 2.99067e-03 | 2.13812e-03 | 2.82709e-04 | 7.62069e-02 | 1.15906e-01
  8 | 6.36656e-03 | 3.29704e-03   5.69714e-04   1.23755e-03 | 3.96488e-03 | 1.63918e-03 | 1.98675e-04 | 1.51082e-01 | 4.84967e-02
  9 | 4.26536e-03 | 1.01784e-03   1.40108e-03   2.40508e-04 | 6.23754e-04 | 1.05205e-03 | 1.33266e-04 | 8.64221e-02 | 2.91061e-02
 10 | 3.35543e-03 | 7.92782e-04   1.88406e-03   1.10668e-03 | 2.19796e-03 | 9.16204e-04 | 1.03936e-04 | 2.03885e-01 | 5.01195e-02
 11 | 1.87011e-03 | 2.29594e-03   1.69080e-04   1.82904e-03 | 6.35981e-04 | 6.49220e-04 | 5.97922e-05 | 1.48527e-01 | 8.06667e-03
 12 | 1.68394e-03 | 3.44477e-04   1.68513e-04   1.87682e-04 | 1.17183e-05 | 5.65270e-04 | 4.97005e-05 | 1.52165e-01 | 4.54051e-02
 13 | 1.10397e-03 | 3.46762e-04   8.95876e-04   6.78201e-04 | 1.92084e-03 | 5.68941e-04 | 3.63633e-05 | 9.73147e-02 | 6.53788e-03
 14 | 1.14067e-03 | 4.39160e-04   3.58991e-04   1.08350e-03 | 2.85350e-04 | 3.69129e-04 | 3.55500e-05 | 1.05761e-01 | 1.34956e-03
 15 | 2.06901e-04 | 6.67273e-04   8.88718e-04   1.53476e-04 | 6.79700e-05 | 4.25783e-04 | 9.58352e-06 | 1.30346e-01 | 8.81610e-03
