 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.45793e-02   1.29616e-02   4.96978e-03 | 3.25108e-02 | 4.44645e-02 | 2.13262e-01 | 7.63875e-01 | 3.26785e+01
  2 | 3.15144e-02 | 1.74918e-03   6.85728e-03   1.27024e-02 | 2.13089e-02 | 1.28400e-02 | 1.33508e-03 | 1.41785e-01 | 4.27645e-01
  3 | 3.73026e-02 | 5.90640e-03   3.29433e-03   5.38225e-03 | 1.45830e-02 | 9.14975e-03 | 1.09870e-03 | 1.25994e-01 | 3.62259e-01
  4 | 2.64463e-02 | 3.15526e-03   4.93579e-03   1.67885e-03 | 9.76990e-03 | 6.37330e-03 | 7.94663e-04 | 1.16554e-01 | 2.56503e-01
  5 | 1.87420e-02 | 1.74574e-03   2.75010e-03   3.31646e-03 | 7.81229e-03 | 4.49293e-03 | 5.67546e-04 | 1.01337e-01 | 1.81840e-01
  6 | 1.28946e-02 | 2.41917e-03   3.90024e-04   2.21532e-04 | 3.03073e-03 | 3.04492e-03 | 3.90434e-04 | 9.85612e-02 | 8.80594e-02
  7 | 9.38182e-03 | 2.71992e-03   2.16071e-03   6.71694e-04 | 5.55232e-03 | 2.24575e-03 | 2.85848e-04 | 1.24617e-01 | 1.15906e-01
  8 | 6.36656e-03 | 1.42887e-03   5.17296e-04   1.28365e-03 | 3.22982e-03 | 1.49959e-03 | 1.94173e-04 | 1.39669e-01 | 4.84967e-02
  9 | 4.26536e-03 | 8.29825e-05   2.11458e-03   1.75059e-03 | 3.78219e-03 | 1.14153e-03 | 1.35125e-04 | 1.04112e-01 | 2.91061e-02
 10 | 3.35543e-03 | 9.16941e-04   1.28566e-03   4.51359e-04 | 1.75124e-03 | 8.33803e-04 | 1.02320e-04 | 9.45213e-02 | 5.01195e-02
 11 | 1.87011e-03 | 7.25344e-04   3.59703e-04   1.56820e-03 | 4.83149e-04 | 5.90341e-04 | 6.09478e-05 | 8.41007e-02 | 8.06667e-03
 12 | 1.68394e-03 | 7.51919e-04   2.30144e-04   1.27641e-03 | 2.25848e-03 | 5.53908e-04 | 5.08123e-05 | 2.00651e-01 | 4.54051e-02
 13 | 1.10397e-03 | 1.81653e-03   6.62264e-04   5.88505e-04 | 3.06730e-03 | 4.78338e-04 | 3.36641e-05 | 1.18683e-01 | 6.53788e-03
 14 | 1.14067e-03 | 7.85139e-04   2.25845e-03   1.91100e-03 | 4.95459e-03 | 4.81964e-04 | 3.66182e-05 | 1.27042e-01 | 1.34956e-03
 15 | 2.06901e-04 | 1.52994e-03   2.12693e-04   1.15569e-03 | 1.61559e-04 | 4.62895e-04 | 9.99653e-06 | 7.59614e-02 | 8.81610e-03
