 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.49696e-02   9.41777e-03   6.03247e-03 | 3.04198e-02 | 4.45895e-02 | 2.13302e-01 | 7.57480e-01 | 3.26785e+01
  2 | 3.15144e-02 | 2.31784e-03   2.84698e-04   1.29869e-02 | 1.55895e-02 | 1.29210e-02 | 1.33621e-03 | 1.35109e-01 | 4.27645e-01
  3 | 3.73026e-02 | 5.86589e-03   7.42235e-03   4.75887e-03 | 1.80471e-02 | 9.14188e-03 | 1.09808e-03 | 1.07713e-01 | 3.62259e-01
  4 | 2.64463e-02 | 2.82693e-03   2.53373e-03   3.83334e-03 | 9.19400e-03 | 6.31444e-03 | 7.95451e-04 | 1.07951e-01 | 2.56503e-01
  5 | 1.87420e-02 | 2.15373e-03   3.73102e-03   2.00447e-03 | 7.88922e-03 | 4.43545e-03 | 5.64970e-04 | 1.04936e-01 | 1.81840e-01
  6 | 1.28946e-02 | 3.08510e-03   1.19582e-03   1.11387e-03 | 5.39480e-03 | 3.09828e-03 | 3.94557e-04 | 1.36995e-01 | 8.80594e-02
  7 | 9.38182e-03 | 3.99069e-04   4.71586e-04   1.34759e-03 | 2.21824e-03 | 2.19745e-03 | 2.82938e-04 | 1.12564e-01 | 1.15906e-01
  8 | 6.36656e-03 | 2.92199e-03   4.56234e-04   1.44803e-05 | 3.39270e-03 | 1.58157e-03 | 1.97835e-04 | 1.13856e-01 | 4.84967e-02
  9 | 4.26536e-03 | 1.66890e-03   1.32628e-04   1.07344e-03 | 4.62833e-04 | 1.06453e-03 | 1.31718e-04 | 1.48094e-01 | 2.91061e-02
 10 | 3.35543e-03 | 1.86876e-03   2.59592e-03   7.19800e-04 | 5.18448e-03 | 8.81422e-04 | 1.04467e-04 | 1.75086e-01 | 5.01195e-02
 11 | 1.87011e-03 | 1.44936e-04   4.94158e-04   1.45687e-03 | 1.10765e-03 | 5.95560e-04 | 5.92562e-05 | 9.33834e-02 | 8.06667e-03
 12 | 1.68394e-03 | 8.78351e-04   5.16715e-04   1.28665e-03 | 1.64829e-03 | 5.09593e-04 | 5.02837e-05 | 8.22383e-02 | 4.54051e-02
 13 | 1.10397e-03 | 1.51193e-03   1.01626e-03   8.19828e-04 | 3.34802e-03 | 4.30011e-04 | 3.53769e-05 | 1.23923e-01 | 6.53788e-03
 14 | 1.14067e-03 | 1.05851e-04   1.12222e-03   6.89343e-04 | 3.27024e-04 | 4.87831e-04 | 3.32425e-05 | 2.34377e-01 | 1.34956e-03
 15 | 2.06901e-04 | 3.31592e-05   3.17293e-03   1.30068e-03 | 4.50677e-03 | 4.60000e-04 | 1.38090e-05 | 1.68892e-01 | 8.81610e-03
