 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 9.58828e-03   9.50919e-03   8.60028e-03 | 2.76978e-02 | 3.97507e-02 | 2.13420e-01 | 8.01958e-01 | 3.26308e+01
  2 | 3.03883e-02 | 2.81687e-03   3.10308e-03   1.15634e-02 | 1.74834e-02 | 1.13397e-02 | 1.32086e-03 | 2.78321e-01 | 4.50018e-01
  3 | 3.62488e-02 | 4.72163e-03   3.81933e-03   4.49065e-03 | 1.30316e-02 | 8.03039e-03 | 1.06434e-03 | 9.41552e-02 | 3.25420e-01
  4 | 2.53101e-02 | 3.18572e-03   2.31890e-03   2.60170e-03 | 8.10632e-03 | 5.57230e-03 | 7.63396e-04 | 1.51429e-01 | 2.25458e-01
  5 | 1.81438e-02 | 2.81748e-03   5.45876e-03   2.24377e-03 | 1.05200e-02 | 3.97024e-03 | 5.51977e-04 | 1.38082e-01 | 1.73503e-01
  6 | 1.19510e-02 | 7.49845e-04   1.04907e-03   8.93030e-04 | 2.69194e-03 | 2.57703e-03 | 3.65384e-04 | 9.90382e-02 | 1.06707e-01
  7 | 8.36888e-03 | 1.69354e-03   1.05735e-03   4.61717e-03 | 7.36806e-03 | 1.82964e-03 | 2.56641e-04 | 9.54482e-02 | 7.52630e-02
  8 | 5.49035e-03 | 5.27038e-04   1.10588e-03   2.77188e-03 | 1.13896e-03 | 1.26438e-03 | 1.69253e-04 | 1.50922e-01 | 5.36672e-02
  9 | 3.92385e-03 | 5.24677e-04   2.00102e-04   3.76795e-04 | 3.47984e-04 | 9.51679e-04 | 1.21522e-04 | 1.10397e-01 | 3.60617e-02
 10 | 2.60741e-03 | 1.65727e-04   4.82647e-04   2.11237e-03 | 1.46400e-03 | 6.15429e-04 | 7.91361e-05 | 1.47321e-01 | 4.41353e-02
 11 | 2.13910e-03 | 1.87864e-03   1.34902e-03   1.27566e-04 | 3.10009e-03 | 5.79932e-04 | 6.62464e-05 | 1.32561e-01 | 3.71066e-03
 12 | 9.29876e-04 | 2.06146e-03   1.80911e-04   1.23761e-03 | 6.42932e-04 | 4.66746e-04 | 3.11128e-05 | 9.86453e-02 | 2.28117e-03
 13 | 9.05280e-04 | 1.43092e-03   3.53538e-04   1.54068e-04 | 1.63039e-03 | 4.35161e-04 | 2.92919e-05 | 1.27892e-01 | 1.94836e-02
 14 | 5.21410e-04 | 1.51821e-03   8.48035e-04   2.01297e-04 | 8.71471e-04 | 4.06612e-04 | 1.79652e-05 | 1.24186e-01 | 1.18918e-02
