 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 9.54625e-03   1.07661e-02   6.50106e-03 | 2.68134e-02 | 3.97502e-02 | 2.13321e-01 | 7.43668e-01 | 3.26308e+01
  2 | 3.03883e-02 | 2.15501e-03   3.95114e-03   9.42139e-03 | 1.55276e-02 | 1.14104e-02 | 1.32094e-03 | 2.12904e-01 | 4.50018e-01
  3 | 3.62488e-02 | 5.49643e-03   3.89507e-03   3.86477e-03 | 1.32563e-02 | 8.00717e-03 | 1.06407e-03 | 1.43571e-01 | 3.25420e-01
  4 | 2.53101e-02 | 4.74254e-04   4.56483e-03   3.54898e-03 | 8.58807e-03 | 5.56128e-03 | 7.63370e-04 | 1.11954e-01 | 2.25458e-01
  5 | 1.81438e-02 | 4.26517e-03   2.42331e-03   1.61030e-03 | 8.29877e-03 | 3.96139e-03 | 5.45875e-04 | 7.93129e-02 | 1.73503e-01
  6 | 1.19510e-02 | 1.75544e-03   9.89458e-04   2.03173e-03 | 4.77663e-03 | 2.59460e-03 | 3.68068e-04 | 3.65257e-02 | 1.06707e-01
  7 | 8.36888e-03 | 3.55921e-03   4.40609e-04   5.43153e-04 | 4.54298e-03 | 1.82275e-03 | 2.54169e-04 | 9.39513e-02 | 7.52630e-02
  8 | 5.49035e-03 | 2.75356e-03   1.54382e-03   2.92736e-03 | 1.71763e-03 | 1.23478e-03 | 1.71562e-04 | 1.46780e-01 | 5.36672e-02
  9 | 3.92385e-03 | 2.42884e-03   1.91175e-03   7.45215e-04 | 3.59537e-03 | 9.04086e-04 | 1.19182e-04 | 1.19810e-01 | 3.60617e-02
 10 | 2.60741e-03 | 1.79196e-04   8.52806e-04   1.92568e-04 | 4.81043e-04 | 6.43870e-04 | 8.00302e-05 | 1.72641e-01 | 4.41353e-02
 11 | 2.13910e-03 | 8.56940e-04   2.65485e-04   7.29978e-04 | 3.92447e-04 | 5.85143e-04 | 6.51831e-05 | 9.54466e-02 | 3.71066e-03
 12 | 9.29876e-04 | 1.57403e-04   4.40354e-04   1.38259e-03 | 1.09964e-03 | 4.16407e-04 | 3.33268e-05 | 1.25563e-01 | 2.28117e-03
 13 | 9.05280e-04 | 8.97704e-04   2.87363e-04   2.31891e-03 | 2.92925e-03 | 4.43941e-04 | 2.72295e-05 | 2.46389e-01 | 1.94836e-02
 14 | 5.21410e-04 | 4.71640e-04   5.06358e-04   2.00853e-03 | 2.04325e-03 | 3.38135e-04 | 2.22600e-05 | 1.97040e-01 | 1.18918e-02
