 &plot nbnd= 116, nks=    71 /
            0.000000  0.000000  0.000000
  -48.247  -48.245  -48.244  -48.242  -22.743  -22.722  -22.609  -22.601  -22.555  -22.555
  -22.548  -22.548  -22.472  -22.472  -22.466  -22.466  -21.483  -21.444  -21.440  -21.421
   -6.482   -6.392   -6.146   -5.705   -5.490   -5.442   -5.252   -5.252   -4.892   -4.862
   -4.696   -4.696   -3.830   -3.797   -3.797   -3.535   -3.535   -3.484   -3.484   -3.483
   -3.385   -3.034   -3.034   -2.938    5.275    5.338    5.724    5.747    5.897    5.921
    6.133    6.522    6.522    6.878    7.733    7.733    7.736    7.736    8.255    8.255
    8.260    8.260    8.381    8.425    8.816    9.012    9.012    9.307    9.535    9.535
    9.701   10.056   10.056   10.311   10.329   10.329   10.730   10.796   10.796   10.833
   12.230   12.236   12.236   12.491   15.013   15.013   15.323   15.323   15.796   16.085
   16.166   16.175   16.204   16.336   16.336   16.350   16.410   16.859   17.607   17.804
   17.804   17.879   18.310   18.381   18.767   18.780   19.068   19.073   19.608   19.664
   19.664   20.356   20.356   20.361   20.551   20.726
            0.000000  0.050000  0.000000
  -48.247  -48.245  -48.244  -48.242  -22.743  -22.722  -22.608  -22.601  -22.554  -22.554
  -22.548  -22.547  -22.473  -22.472  -22.467  -22.467  -21.482  -21.444  -21.440  -21.421
   -6.474   -6.393   -6.153   -5.702   -5.488   -5.438   -5.253   -5.250   -4.898   -4.870
   -4.717   -4.702   -3.815   -3.795   -3.784   -3.532   -3.529   -3.486   -3.482   -3.477
   -3.386   -3.038   -3.036   -2.942    5.277    5.338    5.741    5.764    5.914    5.936
    6.149    6.515    6.525    6.884    7.660    7.709    7.738    7.740    8.236    8.243
    8.248    8.258    8.422    8.456    8.851    9.003    9.012    9.310    9.502    9.535
    9.677   10.016   10.031   10.287   10.299   10.304   10.720   10.785   10.791   10.817
   12.257   12.266   12.277   12.532   14.996   15.000   15.323   15.324   15.778   16.107
   16.142   16.219   16.248   16.319   16.326   16.372   16.436   16.879   17.642   17.822
   17.828   17.878   18.329   18.393   18.784   18.786   19.060   19.084   19.617   19.660
   19.670   20.342   20.349   20.371   20.533   20.698
            0.000000  0.100000  0.000000
  -48.247  -48.245  -48.244  -48.242  -22.742  -22.723  -22.608  -22.601  -22.553  -22.553
  -22.546  -22.546  -22.475  -22.474  -22.468  -22.468  -21.481  -21.444  -21.439  -21.422
   -6.450   -6.398   -6.172   -5.690   -5.483   -5.426   -5.257   -5.244   -4.915   -4.892
   -4.776   -4.717   -3.790   -3.776   -3.748   -3.525   -3.511   -3.492   -3.481   -3.457
   -3.388   -3.050   -3.042   -2.952    5.282    5.337    5.792    5.814    5.956    5.988
    6.198    6.494    6.534    6.903    7.493    7.636    7.755    7.763    8.182    8.194
    8.226    8.252    8.414    8.619    8.944    8.979    9.015    9.320    9.405    9.535
    9.606    9.903    9.962   10.172   10.232   10.263   10.692   10.751   10.771   10.775
   12.317   12.351   12.408   12.648   14.945   14.962   15.324   15.328   15.722   16.075
   16.174   16.272   16.294   16.343   16.375   16.440   16.508   16.940   17.741   17.875
   17.875   17.899   18.381   18.428   18.800   18.840   19.024   19.130   19.643   19.649
   19.687   20.299   20.333   20.399   20.479   20.619
            0.000000  0.150000  0.000000
  -48.247  -48.244  -48.244  -48.242  -22.741  -22.723  -22.608  -22.602  -22.552  -22.550
  -22.544  -22.544  -22.478  -22.476  -22.471  -22.471  -21.478  -21.444  -21.439  -21.423
   -6.410   -6.405   -6.200   -5.672   -5.475   -5.406   -5.263   -5.239   -4.940   -4.925
   -4.863   -4.742   -3.780   -3.720   -3.694   -3.514   -3.502   -3.482   -3.478   -3.426
   -3.392   -3.069   -3.053   -2.968    5.288    5.335    5.874    5.897    6.017    6.083
    6.279    6.462    6.548    6.937    7.299    7.538    7.783    7.801    8.095    8.117
    8.185    8.235    8.400    8.809    8.942    9.019    9.076    9.255    9.335    9.500
    9.532    9.732    9.864   10.007   10.130   10.207   10.647   10.698   10.698   10.748
   12.413   12.482   12.595   12.824   14.863   14.900   15.328   15.335   15.630   15.970
