 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.16437e-02   9.36309e-03   8.72281e-03 | 2.97296e-02 | 4.07261e-02 | 2.13288e-01 | 7.59770e-01 | 3.26622e+01
  2 | 3.09525e-02 | 2.83282e-03   1.61767e-03   1.11188e-02 | 1.55692e-02 | 1.17693e-02 | 1.32809e-03 | 1.32165e-01 | 4.36159e-01
  3 | 3.67030e-02 | 5.74975e-03   6.17390e-03   6.32466e-03 | 1.82483e-02 | 8.37146e-03 | 1.08123e-03 | 1.95014e-01 | 3.46432e-01
  4 | 2.55813e-02 | 2.49185e-03   3.51041e-03   2.96455e-03 | 8.96682e-03 | 5.76878e-03 | 7.69997e-04 | 1.56818e-01 | 2.27546e-01
  5 | 1.72400e-02 | 3.37676e-03   8.93483e-04   1.19332e-03 | 5.46357e-03 | 3.82770e-03 | 5.24481e-04 | 1.58798e-01 | 1.60076e-01
  6 | 1.28165e-02 | 1.64406e-03   1.89589e-03   2.29147e-03 | 5.83142e-03 | 2.89857e-03 | 3.87305e-04 | 9.38156e-02 | 1.40379e-01
  7 | 8.38374e-03 | 4.94090e-04   2.97849e-03   9.12608e-04 | 4.38519e-03 | 1.86282e-03 | 2.57946e-04 | 1.52234e-01 | 6.67140e-02
  8 | 5.87732e-03 | 2.27935e-03   1.24689e-03   1.34182e-03 | 4.86805e-03 | 1.30363e-03 | 1.81310e-04 | 1.29553e-01 | 4.04509e-02
  9 | 4.03426e-03 | 5.26990e-05   1.54784e-03   1.42157e-03 | 1.78970e-04 | 9.59338e-04 | 1.24018e-04 | 1.61993e-01 | 3.03315e-02
 10 | 2.91900e-03 | 7.93851e-04   3.11158e-04   5.24670e-04 | 4.19764e-05 | 7.31261e-04 | 8.87574e-05 | 1.73903e-01 | 3.54421e-02
 11 | 1.81836e-03 | 1.05594e-04   7.96949e-04   2.19275e-03 | 1.29021e-03 | 5.68647e-04 | 5.99264e-05 | 1.87203e-01 | 7.40600e-03
 12 | 1.28922e-03 | 1.96221e-03   5.12676e-04   2.85782e-04 | 2.76067e-03 | 4.56984e-04 | 3.87973e-05 | 1.44466e-01 | 3.86503e-02
 13 | 6.88105e-04 | 3.85630e-05   1.12167e-03   1.21299e-03 | 5.27556e-05 | 4.09508e-04 | 2.39006e-05 | 9.27168e-02 | 1.10329e-02
 14 | 6.74415e-04 | 1.79105e-03   2.64291e-03   5.81323e-04 | 2.70542e-04 | 4.07147e-04 | 2.30306e-05 | 1.28682e-01 | 5.16821e-03
 15 | 5.21418e-04 | 5.89855e-05   1.80553e-03   2.93585e-05 | 1.71718e-03 | 3.77582e-04 | 1.76629e-05 | 1.35734e-01 | 1.97030e-02
