 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.14010e-02   9.82848e-03   9.71299e-03 | 3.09424e-02 | 4.08258e-02 | 2.13253e-01 | 7.45802e-01 | 3.26622e+01
  2 | 3.09525e-02 | 2.24593e-03   2.13281e-03   1.22691e-02 | 1.66478e-02 | 1.17827e-02 | 1.32891e-03 | 1.00318e-01 | 4.36159e-01
  3 | 3.67030e-02 | 5.91139e-03   5.78986e-03   5.81899e-03 | 1.75202e-02 | 8.35811e-03 | 1.07927e-03 | 1.22599e-01 | 3.46432e-01
  4 | 2.55813e-02 | 3.04591e-03   3.62774e-03   4.16415e-03 | 1.08378e-02 | 5.70898e-03 | 7.71430e-04 | 7.95933e-02 | 2.27546e-01
  5 | 1.72400e-02 | 1.92030e-03   1.00832e-03   9.49965e-04 | 3.87858e-03 | 3.86337e-03 | 5.23209e-04 | 9.58102e-02 | 1.60076e-01
  6 | 1.28165e-02 | 3.00377e-03   3.04382e-03   8.00475e-04 | 6.84806e-03 | 2.85080e-03 | 3.88624e-04 | 1.74921e-01 | 1.40379e-01
  7 | 8.38374e-03 | 1.35552e-03   1.20536e-03   1.05097e-03 | 3.61185e-03 | 1.87321e-03 | 2.55943e-04 | 9.99965e-02 | 6.67140e-02
  8 | 5.87732e-03 | 5.89740e-04   6.00010e-04   1.65590e-03 | 4.66155e-04 | 1.36334e-03 | 1.79809e-04 | 1.58206e-01 | 4.04509e-02
  9 | 4.03426e-03 | 1.47200e-03   5.64101e-04   5.99802e-04 | 1.50770e-03 | 9.06483e-04 | 1.23571e-04 | 1.57228e-01 | 3.03315e-02
 10 | 2.91900e-03 | 1.73558e-04   2.87801e-03   4.12056e-04 | 2.29240e-03 | 7.74760e-04 | 9.18528e-05 | 1.76996e-01 | 3.54421e-02
 11 | 1.81836e-03 | 1.52964e-03   8.31690e-04   1.62310e-03 | 2.32105e-03 | 5.12138e-04 | 5.85900e-05 | 1.08190e-01 | 7.40600e-03
 12 | 1.28922e-03 | 7.13775e-04   3.98353e-04   1.32126e-03 | 2.09131e-04 | 4.45224e-04 | 3.77837e-05 | 9.49449e-02 | 3.86503e-02
 13 | 6.88105e-04 | 1.34537e-03   9.80036e-04   1.11877e-03 | 7.53442e-04 | 4.53576e-04 | 2.21804e-05 | 1.00301e-01 | 1.10329e-02
 14 | 6.74415e-04 | 2.18272e-04   8.14883e-04   4.12050e-04 | 1.84561e-04 | 4.32103e-04 | 2.22227e-05 | 1.44375e-01 | 5.16821e-03
 15 | 5.21418e-04 | 1.01346e-03   1.03279e-03   5.75458e-04 | 2.62170e-03 | 3.42300e-04 | 1.69767e-05 | 1.10328e-01 | 1.97030e-02
