 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.00179e-02   9.17877e-03   7.42656e-03 | 2.66232e-02 | 3.84071e-02 | 2.13332e-01 | 7.69906e-01 | 3.26740e+01
  2 | 3.06103e-02 | 3.07524e-03   2.97873e-03   9.29372e-03 | 1.53477e-02 | 1.08237e-02 | 1.31025e-03 | 1.45351e-01 | 4.66002e-01
  3 | 3.59591e-02 | 5.65450e-03   4.55831e-03   3.70605e-03 | 1.39189e-02 | 7.81605e-03 | 1.06331e-03 | 1.02542e-01 | 3.42695e-01
  4 | 2.49324e-02 | 3.88129e-03   2.22358e-03   4.61391e-03 | 1.07188e-02 | 5.32003e-03 | 7.50425e-04 | 3.21843e-01 | 1.96329e-01
  5 | 1.67195e-02 | 1.67096e-03   3.20709e-03   1.25770e-03 | 6.13575e-03 | 3.55782e-03 | 5.09008e-04 | 2.86104e-01 | 1.57746e-01
  6 | 1.20680e-02 | 2.44469e-03   1.20967e-03   2.14625e-03 | 5.80060e-03 | 2.58449e-03 | 3.67103e-04 | 1.02903e-01 | 1.07446e-01
  7 | 7.93882e-03 | 1.47808e-03   1.79342e-03   1.33856e-03 | 1.93294e-03 | 1.72704e-03 | 2.45252e-04 | 8.24316e-02 | 5.95769e-02
  8 | 5.80320e-03 | 6.76961e-04   1.74148e-04   1.02402e-03 | 1.72911e-04 | 1.26482e-03 | 1.75192e-04 | 9.08780e-02 | 6.78330e-02
  9 | 4.36585e-03 | 4.46539e-04   9.13850e-04   3.23787e-03 | 3.70518e-03 | 1.00795e-03 | 1.33427e-04 | 1.56062e-01 | 4.38112e-02
 10 | 2.68763e-03 | 2.82753e-03   9.18568e-04   2.74594e-04 | 3.47151e-03 | 6.07127e-04 | 8.44291e-05 | 1.59415e-01 | 1.82700e-03
 11 | 9.74477e-04 | 2.62856e-03   6.17215e-05   3.60882e-05 | 2.65419e-03 | 4.52895e-04 | 3.66152e-05 | 1.60149e-01 | 3.87446e-02
 12 | 1.36022e-03 | 2.51557e-03   9.74428e-04   1.12578e-03 | 2.36422e-03 | 4.69314e-04 | 3.98113e-05 | 1.71758e-01 | 2.25414e-03
 13 | 2.75655e-04 | 1.11539e-03   7.18218e-04   1.39733e-03 | 4.36283e-04 | 3.83498e-04 | 1.37978e-05 | 1.01825e-01 | 1.72175e-02
 14 | 4.78513e-04 | 1.24439e-03   4.80033e-04   1.65115e-04 | 1.88954e-03 | 3.40089e-04 | 1.66851e-05 | 9.17046e-02 | 1.78628e-02
 15 | 2.62462e-04 | 1.96988e-03   1.82306e-04   6.89917e-04 | 2.84211e-03 | 3.42169e-04 | 1.09695e-05 | 1.05945e-01 | 2.16473e-02
