 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.03209e-02   9.79982e-03   8.06381e-03 | 2.81846e-02 | 3.87793e-02 | 2.13261e-01 | 7.37877e-01 | 3.26750e+01
  2 | 3.10138e-02 | 2.58800e-03   4.61701e-03   1.03288e-02 | 1.75338e-02 | 1.11056e-02 | 1.32061e-03 | 9.53488e-02 | 4.31527e-01
  3 | 3.55331e-02 | 5.92156e-03   2.25926e-03   6.21130e-03 | 1.43921e-02 | 7.83136e-03 | 1.04938e-03 | 1.10046e-01 | 3.22635e-01
  4 | 2.48574e-02 | 2.90574e-03   3.94882e-03   1.88591e-03 | 8.74047e-03 | 5.33558e-03 | 7.47900e-04 | 1.39073e-01 | 2.38695e-01
  5 | 1.69397e-02 | 3.30820e-03   2.37132e-03   3.14918e-04 | 5.99444e-03 | 3.62350e-03 | 5.15358e-04 | 1.06867e-01 | 1.65218e-01
  6 | 1.20618e-02 | 9.23344e-04   1.71770e-03   2.11659e-03 | 4.75764e-03 | 2.62780e-03 | 3.66593e-04 | 1.02910e-01 | 1.13376e-01
  7 | 8.20471e-03 | 1.39907e-03   1.98217e-03   1.36906e-03 | 4.75031e-03 | 1.77410e-03 | 2.50324e-04 | 5.92684e-01 | 5.88253e-02
  8 | 5.79506e-03 | 5.24837e-04   2.23279e-03   1.77060e-03 | 3.47855e-03 | 1.25549e-03 | 1.77333e-04 | 5.74809e-01 | 5.94776e-02
  9 | 3.36388e-03 | 1.98433e-03   3.12801e-04   3.82173e-05 | 1.70975e-03 | 8.67436e-04 | 1.07368e-04 | 1.44325e-01 | 2.31254e-02
 10 | 2.71002e-03 | 1.53193e-04   1.89980e-04   3.23099e-04 | 2.86312e-04 | 7.09246e-04 | 8.25503e-05 | 7.04147e-02 | 2.13841e-02
 11 | 1.85562e-03 | 1.10520e-05   7.24532e-04   2.64331e-04 | 4.49149e-04 | 4.55500e-04 | 5.56129e-05 | 1.17679e-01 | 2.96701e-02
 12 | 1.60712e-03 | 1.64635e-04   4.82741e-04   1.07870e-03 | 1.72608e-03 | 5.09404e-04 | 5.00841e-05 | 1.03308e-01 | 2.35737e-02
 13 | 1.47356e-03 | 1.42603e-03   1.05622e-03   2.87336e-03 | 5.35560e-03 | 4.51710e-04 | 4.44277e-05 | 1.52097e-01 | 1.71468e-02
 14 | 0.00000e+00 | 8.22648e-04   2.24110e-04   2.83568e-03 | 3.43422e-03 | 3.40587e-04 | 9.15897e-06 | 1.33226e-01 | 1.64866e-02
