 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 8.82965e-03   9.42177e-03   1.01876e-02 | 2.84390e-02 | 3.87984e-02 | 2.13303e-01 | 8.06156e-01 | 3.26750e+01
  2 | 3.10138e-02 | 2.67286e-03   5.24386e-04   1.20125e-02 | 1.52097e-02 | 1.10555e-02 | 1.32189e-03 | 1.40256e-01 | 4.31527e-01
  3 | 3.55331e-02 | 6.09351e-03   7.50057e-03   3.72578e-03 | 1.73199e-02 | 7.83699e-03 | 1.05013e-03 | 2.01888e-01 | 3.22635e-01
  4 | 2.48574e-02 | 2.32157e-03   3.51373e-03   3.61495e-03 | 9.45025e-03 | 5.35888e-03 | 7.50868e-04 | 1.68417e-01 | 2.38695e-01
  5 | 1.69397e-02 | 2.01986e-03   1.65724e-03   2.11582e-03 | 5.79291e-03 | 3.68740e-03 | 5.13641e-04 | 8.21650e-02 | 1.65218e-01
  6 | 1.20618e-02 | 2.41143e-03   1.54367e-03   1.81597e-03 | 5.77107e-03 | 2.53443e-03 | 3.64507e-04 | 8.99666e-02 | 1.13376e-01
  7 | 8.20471e-03 | 7.24204e-04   4.85026e-04   4.75615e-04 | 2.36437e-04 | 1.80441e-03 | 2.51800e-04 | 1.20292e-01 | 5.88253e-02
  8 | 5.79506e-03 | 8.82214e-04   2.40940e-03   1.45418e-03 | 4.74580e-03 | 1.27581e-03 | 1.76687e-04 | 1.13317e-01 | 5.94776e-02
  9 | 3.36388e-03 | 1.43075e-03   7.72630e-04   4.71477e-04 | 1.12960e-03 | 7.63293e-04 | 1.06890e-04 | 1.41220e-01 | 2.31254e-02
 10 | 2.71002e-03 | 5.83343e-05   5.14578e-04   9.99693e-04 | 4.26781e-04 | 7.09466e-04 | 8.22534e-05 | 1.51902e-01 | 2.13841e-02
 11 | 1.85562e-03 | 1.19946e-03   5.59395e-04   2.20097e-03 | 1.56091e-03 | 5.10473e-04 | 5.89531e-05 | 1.34069e-01 | 2.96701e-02
 12 | 1.60712e-03 | 1.64781e-03   2.89244e-04   1.04817e-03 | 3.10400e-04 | 4.88256e-04 | 4.81222e-05 | 9.69706e-02 | 2.35737e-02
 13 | 1.47356e-03 | 5.41078e-04   2.48292e-04   5.58537e-04 | 1.34791e-03 | 4.76350e-04 | 4.54258e-05 | 5.69453e-02 | 1.71468e-02
 14 | 0.00000e+00 | 8.56207e-04   4.80328e-04   3.45444e-04 | 1.68198e-03 | 3.71934e-04 | 1.53786e-05 | 1.08133e-01 | 1.64866e-02
