 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 9.78896e-03   9.10763e-03   8.25899e-03 | 2.71556e-02 | 3.87651e-02 | 2.13245e-01 | 7.67509e-01 | 3.26750e+01
  2 | 3.10138e-02 | 2.66688e-03   2.79236e-03   1.06586e-02 | 1.61179e-02 | 1.11181e-02 | 1.32171e-03 | 1.48767e-01 | 4.31527e-01
  3 | 3.55331e-02 | 5.78163e-03   3.27281e-03   4.18087e-03 | 1.32353e-02 | 7.72877e-03 | 1.04795e-03 | 1.36388e-01 | 3.22635e-01
  4 | 2.48574e-02 | 3.04711e-03   5.06432e-03   3.19798e-03 | 1.13094e-02 | 5.42426e-03 | 7.49417e-04 | 1.42929e-01 | 2.38695e-01
  5 | 1.69397e-02 | 2.69047e-03   2.98465e-03   7.51762e-04 | 6.42688e-03 | 3.59721e-03 | 5.12478e-04 | 1.17018e-01 | 1.65218e-01
  6 | 1.20618e-02 | 9.92550e-04   1.59471e-03   1.71724e-03 | 4.30450e-03 | 2.60575e-03 | 3.64926e-04 | 1.12801e-01 | 1.13376e-01
  7 | 8.20471e-03 | 2.12813e-03   5.75864e-04   1.85391e-03 | 4.55791e-03 | 1.82066e-03 | 2.55664e-04 | 1.08069e-01 | 5.88253e-02
  8 | 5.79506e-03 | 5.57124e-04   2.44129e-03   2.24877e-04 | 2.10904e-03 | 1.24056e-03 | 1.74041e-04 | 9.98387e-02 | 5.94776e-02
  9 | 3.36388e-03 | 1.57859e-03   4.35519e-03   2.41639e-03 | 3.60219e-04 | 8.99245e-04 | 1.06971e-04 | 1.69297e-01 | 2.31254e-02
 10 | 2.71002e-03 | 1.33206e-03   4.81548e-03   9.43685e-04 | 2.53974e-03 | 6.64960e-04 | 8.25757e-05 | 1.77836e-01 | 2.13841e-02
 11 | 1.85562e-03 | 2.25241e-03   3.33076e-03   8.44612e-04 | 1.92296e-03 | 5.72630e-04 | 5.87864e-05 | 1.25811e-01 | 2.96701e-02
 12 | 1.60712e-03 | 1.29356e-03   1.34813e-03   6.53663e-04 | 7.08234e-04 | 4.80741e-04 | 4.78774e-05 | 1.14210e-01 | 2.35737e-02
 13 | 1.47356e-03 | 1.31670e-03   4.02016e-05   3.78073e-04 | 1.73497e-03 | 4.85262e-04 | 4.54413e-05 | 1.55270e-01 | 1.71468e-02
 14 | 0.00000e+00 | 4.18223e-04   1.40931e-03   5.11096e-04 | 1.31644e-03 | 3.39506e-04 | 1.33175e-05 | 1.02935e-01 | 1.64866e-02
