 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 8.44160e-03   1.17284e-02   8.19592e-03 | 2.83660e-02 | 3.82966e-02 | 2.13322e-01 | 7.87023e-01 | 3.26567e+01
  2 | 3.10268e-02 | 1.53229e-03   4.29610e-03   9.02758e-03 | 1.48560e-02 | 1.09721e-02 | 1.32283e-03 | 1.05863e-01 | 4.23666e-01
  3 | 3.56445e-02 | 5.97519e-03   6.81836e-03   3.62688e-03 | 1.64204e-02 | 7.73860e-03 | 1.05201e-03 | 1.12045e-01 | 3.29574e-01
  4 | 2.47921e-02 | 2.56328e-03   2.74582e-03   3.58494e-03 | 8.89404e-03 | 5.29186e-03 | 7.47736e-04 | 1.02106e-01 | 2.19741e-01
  5 | 1.69005e-02 | 1.26495e-03   2.43125e-03   2.18093e-03 | 5.87713e-03 | 3.51943e-03 | 5.11274e-04 | 1.20758e-01 | 1.78734e-01
  6 | 1.18006e-02 | 2.36881e-03   2.21553e-03   2.03935e-03 | 6.62369e-03 | 2.60247e-03 | 3.62395e-04 | 1.39982e-01 | 1.05699e-01
  7 | 7.78700e-03 | 2.70366e-03   2.74549e-04   1.91959e-03 | 4.34870e-03 | 1.59292e-03 | 2.37001e-04 | 1.27278e-01 | 6.60260e-02
  8 | 5.92561e-03 | 3.07119e-04   2.90058e-04   3.68575e-04 | 3.85636e-04 | 1.34695e-03 | 1.82923e-04 | 1.20702e-01 | 3.90500e-02
  9 | 3.91718e-03 | 1.99020e-03   1.61014e-03   4.20420e-04 | 4.02076e-03 | 8.60350e-04 | 1.20456e-04 | 1.17191e-01 | 4.59856e-02
 10 | 2.59239e-03 | 4.92710e-04   1.11527e-04   1.62562e-03 | 1.02138e-03 | 6.40259e-04 | 8.08190e-05 | 1.08080e-01 | 3.41196e-02
 11 | 1.60620e-03 | 2.01775e-04   9.29450e-04   2.08756e-03 | 2.81524e-03 | 4.72253e-04 | 5.09678e-05 | 1.45645e-01 | 1.09815e-02
 12 | 9.81435e-04 | 4.66137e-04   6.04533e-04   1.69484e-03 | 2.76551e-03 | 3.82802e-04 | 3.09211e-05 | 1.53569e-01 | 1.10156e-02
 13 | 6.99989e-04 | 7.08037e-04   6.06553e-04   4.40087e-04 | 8.74503e-04 | 4.39234e-04 | 2.41816e-05 | 7.46576e-02 | 5.08154e-03
 14 | 7.25952e-04 | 1.01454e-03   1.15565e-03   1.99806e-03 | 1.72135e-04 | 3.95325e-04 | 2.23739e-05 | 7.09365e-02 | 1.72491e-02
