 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 8.73869e-03   1.07473e-02   8.59134e-03 | 2.80773e-02 | 3.82788e-02 | 2.13290e-01 | 7.45424e-01 | 3.26567e+01
  2 | 3.10268e-02 | 2.88115e-03   3.66924e-03   9.60536e-03 | 1.61557e-02 | 1.09551e-02 | 1.31910e-03 | 8.08343e-02 | 4.23666e-01
  3 | 3.56445e-02 | 4.04063e-03   4.65275e-03   4.59282e-03 | 1.32862e-02 | 7.73494e-03 | 1.05267e-03 | 8.58124e-02 | 3.29574e-01
  4 | 2.47921e-02 | 5.39686e-03   4.87066e-03   2.01409e-03 | 1.22816e-02 | 5.26451e-03 | 7.45707e-04 | 1.92604e-01 | 2.19741e-01
  5 | 1.69005e-02 | 1.34838e-03   2.08799e-03   3.83683e-03 | 7.27319e-03 | 3.63796e-03 | 5.15921e-04 | 2.73496e-01 | 1.78734e-01
  6 | 1.18006e-02 | 2.46355e-03   2.50095e-04   2.49135e-03 | 5.20499e-03 | 2.47784e-03 | 3.57172e-04 | 2.24973e-01 | 1.05699e-01
  7 | 7.78700e-03 | 1.90980e-03   1.38559e-03   1.02628e-03 | 1.55049e-03 | 1.70825e-03 | 2.42196e-04 | 1.04993e-01 | 6.60260e-02
  8 | 5.92561e-03 | 1.66807e-03   1.98355e-03   2.46293e-03 | 6.11455e-03 | 1.29268e-03 | 1.78563e-04 | 1.34856e-01 | 3.90500e-02
  9 | 3.91718e-03 | 2.40240e-03   1.44125e-03   9.53082e-04 | 8.07672e-06 | 9.58481e-04 | 1.21133e-04 | 1.23661e-01 | 4.59856e-02
 10 | 2.59239e-03 | 1.74133e-03   2.75249e-03   1.68921e-03 | 2.70037e-03 | 6.39502e-04 | 7.99137e-05 | 1.42576e-01 | 3.41196e-02
 11 | 1.60620e-03 | 4.65694e-04   1.91318e-03   5.99064e-04 | 8.48418e-04 | 4.80428e-04 | 5.08569e-05 | 7.94229e-02 | 1.09815e-02
 12 | 9.81435e-04 | 1.00819e-03   2.60735e-03   2.45367e-03 | 1.16187e-03 | 4.85051e-04 | 3.35873e-05 | 1.47400e-01 | 1.10156e-02
 13 | 6.99989e-04 | 7.54239e-05   1.43045e-03   1.31977e-03 | 3.52594e-05 | 4.23980e-04 | 2.02399e-05 | 2.00740e-01 | 5.08154e-03
 14 | 7.25952e-04 | 3.92319e-04   1.63492e-03   1.11043e-03 | 1.32173e-04 | 3.94363e-04 | 2.57328e-05 | 1.37879e-01 | 1.72491e-02
