 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 9.29457e-03   9.90507e-03   8.14405e-03 | 2.73437e-02 | 3.81936e-02 | 2.13460e-01 | 7.63247e-01 | 3.26172e+01
  2 | 3.04165e-02 | 4.66529e-03   4.66649e-03   9.10548e-03 | 1.84373e-02 | 1.08378e-02 | 1.31212e-03 | 1.19112e-01 | 4.40141e-01
  3 | 3.53317e-02 | 4.31772e-03   3.06774e-03   4.18444e-03 | 1.15699e-02 | 7.57176e-03 | 1.04232e-03 | 1.01925e-01 | 3.02927e-01
  4 | 2.48654e-02 | 2.42973e-03   3.78343e-03   3.28359e-03 | 9.49676e-03 | 5.36841e-03 | 7.49664e-04 | 8.37206e-02 | 2.34318e-01
  5 | 1.67741e-02 | 2.59862e-03   1.94714e-03   3.17878e-03 | 7.72454e-03 | 3.54287e-03 | 5.12795e-04 | 1.37440e-01 | 1.56785e-01
  6 | 1.16195e-02 | 1.42719e-03   1.86567e-03   6.22259e-04 | 3.91512e-03 | 2.46814e-03 | 3.56483e-04 | 9.23350e-02 | 1.11253e-01
  7 | 8.74900e-03 | 9.08655e-04   2.58395e-03   3.32638e-04 | 3.15996e-03 | 1.89878e-03 | 2.63500e-04 | 7.84450e-02 | 8.13688e-02
  8 | 5.61728e-03 | 7.84969e-04   2.73469e-03   3.48046e-03 | 1.53074e-03 | 1.20790e-03 | 1.76103e-04 | 1.83237e-01 | 3.56006e-02
  9 | 4.30633e-03 | 1.48667e-03   2.60097e-03   5.01821e-04 | 4.58946e-03 | 9.85232e-04 | 1.32640e-04 | 1.83240e-01 | 5.30158e-02
 10 | 2.26428e-03 | 2.23139e-04   2.32093e-03   3.20609e-04 | 2.22346e-03 | 5.62746e-04 | 6.96098e-05 | 1.00298e-01 | 2.92503e-02
 11 | 2.14841e-03 | 2.51009e-04   2.96379e-03   1.68127e-03 | 1.53352e-03 | 6.59929e-04 | 6.74780e-05 | 1.09249e-01 | 1.48319e-02
 12 | 1.11217e-03 | 1.43588e-04   1.40833e-03   3.24102e-04 | 1.58885e-03 | 3.74149e-04 | 3.63157e-05 | 4.48192e-02 | 1.06736e-02
 13 | 5.13466e-04 | 8.26484e-04   1.20009e-03   9.06678e-04 | 1.11990e-03 | 4.24943e-04 | 1.87869e-05 | 5.59936e-02 | 3.05002e-02
 14 | 6.52558e-04 | 8.63170e-04   1.91640e-04   2.32938e-05 | 1.03152e-03 | 3.89028e-04 | 2.33707e-05 | 6.14362e-02 | 1.69482e-02
 15 | 3.77414e-04 | 2.83901e-04   5.71813e-04   3.73666e-04 | 6.61578e-04 | 3.85664e-04 | 1.25364e-05 | 1.19025e-01 | 1.71356e-02
