 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.34938e-02   9.96269e-03   6.14947e-03 | 2.96060e-02 | 4.24091e-02 | 2.13285e-01 | 7.71067e-01 | 3.26893e+01
  2 | 3.08703e-02 | 2.71447e-03   2.55100e-03   1.19179e-02 | 1.71833e-02 | 1.22149e-02 | 1.32847e-03 | 1.59975e-01 | 4.31952e-01
  3 | 3.66726e-02 | 4.56217e-03   6.30114e-03   2.51320e-03 | 1.33765e-02 | 8.63372e-03 | 1.08017e-03 | 1.08357e-01 | 3.52815e-01
  4 | 2.70856e-02 | 5.35216e-03   2.77053e-03   4.32369e-03 | 1.24464e-02 | 6.25270e-03 | 8.09571e-04 | 1.02209e-01 | 2.46730e-01
  5 | 1.76479e-02 | 2.13338e-03   2.46636e-03   2.60446e-03 | 7.20420e-03 | 4.05517e-03 | 5.38938e-04 | 1.12403e-01 | 1.55944e-01
  6 | 1.29093e-02 | 5.41171e-04   1.89245e-03   1.06936e-03 | 3.50298e-03 | 2.95144e-03 | 3.91883e-04 | 8.04880e-02 | 1.29953e-01
  7 | 9.09316e-03 | 1.50119e-03   1.59478e-03   3.11131e-03 | 6.20728e-03 | 2.06579e-03 | 2.75179e-04 | 1.29626e-01 | 6.98755e-02
  8 | 5.91089e-03 | 1.61241e-03   8.31169e-04   8.95902e-05 | 6.91653e-04 | 1.43825e-03 | 1.85069e-04 | 1.17931e-01 | 7.50601e-02
  9 | 3.68757e-03 | 3.40114e-04   1.83760e-03   3.04033e-05 | 2.14731e-03 | 9.22189e-04 | 1.14182e-04 | 1.39273e-01 | 2.27169e-02
 10 | 2.38593e-03 | 1.09006e-03   5.97971e-04   1.71870e-03 | 3.06682e-05 | 6.52399e-04 | 7.58918e-05 | 1.12173e-01 | 4.43393e-02
 11 | 2.49663e-03 | 1.93533e-03   2.07767e-03   1.55478e-03 | 2.45822e-03 | 6.41193e-04 | 7.41374e-05 | 1.64771e-01 | 9.27875e-03
 12 | 1.60156e-03 | 7.82011e-04   6.40328e-04   7.23121e-04 | 8.64804e-04 | 5.56216e-04 | 5.23146e-05 | 1.27882e-01 | 2.63174e-03
 13 | 7.85542e-04 | 4.78035e-04   2.44480e-04   2.19511e-04 | 4.53067e-04 | 3.76042e-04 | 2.43545e-05 | 9.91126e-02 | 2.78205e-02
 14 | 6.69224e-04 | 8.45173e-04   5.49399e-04   3.78388e-04 | 6.74163e-04 | 4.17254e-04 | 2.18115e-05 | 1.38929e-01 | 3.21124e-03
 15 | 2.04515e-04 | 1.74802e-03   2.07293e-03   1.04677e-03 | 1.37168e-03 | 3.88367e-04 | 1.35468e-05 | 1.49377e-01 | 2.60682e-02
