 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.27688e-02   1.17174e-02   5.36680e-03 | 2.98530e-02 | 4.25270e-02 | 2.13332e-01 | 7.77931e-01 | 3.26893e+01
  2 | 3.08703e-02 | 1.59072e-03   4.71294e-03   1.13309e-02 | 1.76346e-02 | 1.22290e-02 | 1.32785e-03 | 7.00114e-02 | 4.31952e-01
  3 | 3.66726e-02 | 5.98535e-03   4.13967e-03   3.13135e-03 | 1.32564e-02 | 8.59200e-03 | 1.08041e-03 | 7.55788e-02 | 3.52815e-01
  4 | 2.70856e-02 | 3.12424e-03   4.30985e-03   3.22974e-03 | 1.06638e-02 | 6.25613e-03 | 8.10649e-04 | 1.03908e-01 | 2.46730e-01
  5 | 1.76479e-02 | 3.61979e-03   2.30983e-03   2.52007e-03 | 8.44969e-03 | 4.08007e-03 | 5.40744e-04 | 1.06046e-01 | 1.55944e-01
  6 | 1.29093e-02 | 1.94455e-03   1.60613e-03   1.20217e-03 | 4.75285e-03 | 2.90996e-03 | 3.89561e-04 | 1.14622e-01 | 1.29953e-01
  7 | 9.09316e-03 | 4.46123e-04   2.02685e-03   2.89480e-03 | 5.36777e-03 | 2.12185e-03 | 2.80080e-04 | 1.10886e-01 | 6.98755e-02
  8 | 5.91089e-03 | 1.44418e-03   1.05841e-03   6.09518e-04 | 3.11211e-03 | 1.34250e-03 | 1.80871e-04 | 7.08090e-02 | 7.50601e-02
  9 | 3.68757e-03 | 5.64222e-04   1.31822e-03   4.44786e-04 | 1.43766e-03 | 9.59790e-04 | 1.17697e-04 | 8.53446e-02 | 2.27169e-02
 10 | 2.38593e-03 | 2.97436e-03   1.32605e-03   4.84117e-04 | 1.16419e-03 | 6.87770e-04 | 7.22327e-05 | 1.60289e-01 | 4.43393e-02
 11 | 2.49663e-03 | 2.40123e-03   1.09699e-03   1.74451e-04 | 1.12978e-03 | 6.95697e-04 | 7.37744e-05 | 1.22859e-01 | 9.27875e-03
 12 | 1.60156e-03 | 8.84544e-04   4.42124e-05   2.93845e-04 | 5.46487e-04 | 4.57424e-04 | 4.97229e-05 | 6.55249e-02 | 2.63174e-03
 13 | 7.85542e-04 | 2.13117e-04   2.39117e-04   2.18137e-03 | 2.15537e-03 | 4.08832e-04 | 2.93944e-05 | 1.05704e-01 | 2.78205e-02
 14 | 6.69224e-04 | 6.86326e-04   5.35585e-04   2.02767e-03 | 8.05758e-04 | 4.06201e-04 | 2.12233e-05 | 1.49504e-01 | 3.21124e-03
 15 | 2.04515e-04 | 1.15805e-03   2.98616e-04   1.88877e-03 | 1.02934e-03 | 3.66735e-04 | 9.28083e-06 | 1.67905e-01 | 2.60682e-02
