 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.31785e-02   1.27629e-02   6.19750e-03 | 3.21388e-02 | 4.24054e-02 | 2.13283e-01 | 7.41200e-01 | 3.26893e+01
  2 | 3.08703e-02 | 3.41062e-03   5.50804e-03   1.11054e-02 | 2.00240e-02 | 1.22302e-02 | 1.32572e-03 | 1.37677e-01 | 4.31952e-01
  3 | 3.66726e-02 | 3.11926e-03   4.18398e-03   4.79741e-03 | 1.21006e-02 | 8.62682e-03 | 1.08168e-03 | 1.61552e-01 | 3.52815e-01
  4 | 2.70856e-02 | 5.54453e-03   6.19765e-03   4.57868e-03 | 1.63209e-02 | 6.25086e-03 | 8.08408e-04 | 1.70105e-01 | 2.46730e-01
  5 | 1.76479e-02 | 1.96751e-03   5.82383e-04   1.02816e-03 | 3.57805e-03 | 4.10755e-03 | 5.40244e-04 | 1.45230e-01 | 1.55944e-01
  6 | 1.29093e-02 | 1.46785e-03   2.33159e-03   1.63305e-03 | 5.43249e-03 | 2.88832e-03 | 3.89669e-04 | 7.79308e-02 | 1.29953e-01
  7 | 9.09316e-03 | 1.51075e-03   1.40769e-03   1.46249e-03 | 1.45595e-03 | 2.16007e-03 | 2.78941e-04 | 1.28738e-01 | 6.98755e-02
  8 | 5.91089e-03 | 1.97667e-03   9.79285e-04   3.84571e-03 | 6.80167e-03 | 1.28074e-03 | 1.80441e-04 | 1.40186e-01 | 7.50601e-02
  9 | 3.68757e-03 | 1.70021e-03   1.92172e-04   5.46932e-04 | 2.05497e-03 | 9.36909e-04 | 1.17729e-04 | 1.17190e-01 | 2.27169e-02
 10 | 2.38593e-03 | 2.50113e-03   6.68741e-04   1.41524e-04 | 1.69087e-03 | 7.32826e-04 | 7.64821e-05 | 1.91322e-01 | 4.43393e-02
 11 | 2.49663e-03 | 2.42234e-04   6.06370e-04   3.04931e-04 | 5.43673e-04 | 6.70609e-04 | 7.24157e-05 | 1.34139e-01 | 9.27875e-03
 12 | 1.60156e-03 | 7.94428e-04   1.42548e-03   1.28969e-03 | 6.58634e-04 | 5.16231e-04 | 4.85327e-05 | 1.73380e-01 | 2.63174e-03
 13 | 7.85542e-04 | 2.76501e-04   5.04746e-04   7.55966e-04 | 5.27721e-04 | 4.51336e-04 | 2.79819e-05 | 1.52990e-01 | 2.78205e-02
 14 | 6.69224e-04 | 1.33607e-03   9.79020e-04   2.71983e-04 | 2.04311e-03 | 3.48641e-04 | 2.30893e-05 | 1.07858e-01 | 3.21124e-03
 15 | 2.04515e-04 | 5.98467e-04   8.33290e-04   3.16241e-04 | 8.14178e-05 | 4.33813e-04 | 9.71705e-06 | 9.02277e-02 | 2.60682e-02
