  0.00000000E+00  0.52686090E+01
  0.56099869E-02  0.52683787E+01
  0.11219974E-01  0.52681684E+01
  0.16829961E-01  0.52679811E+01
  0.22439948E-01  0.52678203E+01
  0.28049934E-01  0.52676901E+01
  0.33659921E-01  0.52675950E+01
  0.39269908E-01  0.52675401E+01
  0.44879895E-01  0.52675303E+01
  0.50489882E-01  0.52675707E+01
  0.56099869E-01  0.52676663E+01
  0.61709856E-01  0.52678215E+01
  0.67319843E-01  0.52680401E+01
  0.72929829E-01  0.52683252E+01
  0.78539816E-01  0.52686789E+01
  0.84149803E-01  0.52691021E+01
  0.89759790E-01  0.52695948E+01
  0.95369777E-01  0.52701557E+01
  0.10097976E+00  0.52707824E+01
  0.10658975E+00  0.52714718E+01
  0.11219974E+00  0.52722195E+01
  0.11780972E+00  0.52730208E+01
  0.12341971E+00  0.52738701E+01
  0.12902970E+00  0.52747618E+01
  0.13463969E+00  0.52756896E+01
  0.14024967E+00  0.52766476E+01
  0.14585966E+00  0.52776298E+01
  0.15146965E+00  0.52786303E+01
  0.15707963E+00  0.52796435E+01
  0.16268962E+00  0.52806642E+01
  0.16829961E+00  0.52816876E+01
  0.17390959E+00  0.52827092E+01
  0.17951958E+00  0.52837250E+01
  0.18512957E+00  0.52847314E+01
  0.19073955E+00  0.52857253E+01
  0.19634954E+00  0.52867039E+01
  0.20195953E+00  0.52876648E+01
  0.20756951E+00  0.52886061E+01
  0.21317950E+00  0.52895262E+01
  0.21878949E+00  0.52904239E+01
  0.22439948E+00  0.52912981E+01
  0.23000946E+00  0.52921483E+01
  0.23561945E+00  0.52929741E+01
  0.24122944E+00  0.52937755E+01
  0.24683942E+00  0.52945527E+01
  0.25244941E+00  0.52953061E+01
  0.25805940E+00  0.52960363E+01
  0.26366938E+00  0.52967444E+01
  0.26927937E+00  0.52974314E+01
  0.27488936E+00  0.52980985E+01
  0.28049934E+00  0.52987473E+01
  0.28610933E+00  0.52993791E+01
  0.29171932E+00  0.52999959E+01
  0.29732930E+00  0.53005993E+01
  0.30293929E+00  0.53011911E+01
  0.30854928E+00  0.53017733E+01
  0.31415927E+00  0.53023478E+01
  0.31976925E+00  0.53029164E+01
  0.32537924E+00  0.53034809E+01
  0.33098923E+00  0.53040430E+01
  0.33659921E+00  0.53046045E+01
  0.34220920E+00  0.53051667E+01
  0.34781919E+00  0.53057311E+01
  0.35342917E+00  0.53062988E+01
  0.35903916E+00  0.53068708E+01
  0.36464915E+00  0.53074477E+01
  0.37025913E+00  0.53080301E+01
  0.37586912E+00  0.53086183E+01
  0.38147911E+00  0.53092122E+01
  0.38708909E+00  0.53098116E+01
  0.39269908E+00  0.53104159E+01
  0.39830907E+00  0.53110242E+01
  0.40391906E+00  0.53116355E+01
  0.40952904E+00  0.53122483E+01
  0.41513903E+00  0.53128609E+01
  0.42074902E+00  0.53134712E+01
  0.42635900E+00  0.53140769E+01
  0.43196899E+00  0.53146750E+01
  0.43757898E+00  0.53152625E+01
  0.44318896E+00  0.53158356E+01
  0.44879895E+00  0.53163901E+01
  0.45440894E+00  0.53169211E+01
  0.46001892E+00  0.53174231E+01
  0.46562891E+00  0.53178901E+01
  0.47123890E+00  0.53183154E+01
  0.47684888E+00  0.53186923E+01
  0.48245887E+00  0.53190147E+01
  0.48806886E+00  0.53192780E+01
  0.49367885E+00  0.53194803E+01
  0.49928883E+00  0.53196228E+01
  0.50489882E+00  0.53197100E+01
  0.51050881E+00  0.53197487E+01
  0.51611879E+00  0.53197471E+01
  0.52172878E+00  0.53197132E+01
  0.52733877E+00  0.53196546E+01
  0.53294875E+00  0.53195777E+01
  0.53855874E+00  0.53194876E+01
  0.54416873E+00  0.53193885E+01
  0.54977871E+00  0.53192835E+01
  0.55538870E+00  0.53191751E+01
  0.56099869E+00  0.53190649E+01
  0.56660868E+00  0.53192270E+01
  0.57221866E+00  0.53193357E+01
  0.57782865E+00  0.53194046E+01
  0.58343864E+00  0.53194427E+01
  0.58904862E+00  0.53194556E+01
  0.59465861E+00  0.53194472E+01
  0.60026860E+00  0.53194201E+01
  0.60587858E+00  0.53193763E+01
  0.61148857E+00  0.53193171E+01
  0.61709856E+00  0.53192435E+01
  0.62270854E+00  0.53191564E+01
  0.62831853E+00  0.53190563E+01
  0.63392852E+00  0.53189439E+01
  0.63953850E+00  0.53188194E+01
  0.64514849E+00  0.53186832E+01
  0.65075848E+00  0.53185355E+01
  0.65636847E+00  0.53183767E+01
  0.66197845E+00  0.53182068E+01
  0.66758844E+00  0.53180261E+01
  0.67319843E+00  0.53178345E+01
  0.67880841E+00  0.53176323E+01
  0.68441840E+00  0.53174194E+01
  0.69002839E+00  0.53171959E+01
  0.69563837E+00  0.53169618E+01
  0.70124836E+00  0.53167170E+01
  0.70685835E+00  0.53164616E+01
  0.71246833E+00  0.53161953E+01
  0.71807832E+00  0.53159182E+01
  0.72368831E+00  0.53156300E+01
  0.72929829E+00  0.53153306E+01
  0.73490828E+00  0.53150198E+01
  0.74051827E+00  0.53146973E+01
  0.74612826E+00  0.53143627E+01
  0.75173824E+00  0.53140157E+01
  0.75734823E+00  0.53136555E+01
  0.76295822E+00  0.53132813E+01
  0.76856820E+00  0.53128918E+01
  0.77417819E+00  0.53124846E+01
  0.77978818E+00  0.53120553E+01
  0.78539816E+00  0.53115945E+01
  0.79100815E+00  0.53110772E+01
  0.79661814E+00  0.53104234E+01
  0.80222812E+00  0.53093897E+01
  0.80783811E+00  0.53078211E+01
  0.81344810E+00  0.53060431E+01
  0.81905808E+00  0.53042733E+01
  0.82466807E+00  0.53025847E+01
  0.83027806E+00  0.53010086E+01
  0.83588805E+00  0.52995630E+01
  0.84149803E+00  0.52982598E+01
  0.84710802E+00  0.52971068E+01
  0.85271801E+00  0.52961090E+01
  0.85832799E+00  0.52952680E+01
  0.86393798E+00  0.52945831E+01
  0.86954797E+00  0.52940511E+01
  0.87515795E+00  0.52936664E+01
  0.88076794E+00  0.52934214E+01
  0.88637793E+00  0.52933066E+01
  0.89198791E+00  0.52933112E+01
  0.89759790E+00  0.52934230E+01
  0.90320789E+00  0.52936286E+01
  0.90881787E+00  0.52939140E+01
  0.91442786E+00  0.52942642E+01
  0.92003785E+00  0.52946630E+01
  0.92564784E+00  0.52950905E+01
  0.93125782E+00  0.52955158E+01
  0.93686781E+00  0.52958610E+01
  0.94247780E+00  0.52959045E+01
  0.94808778E+00  0.52955559E+01
  0.95369777E+00  0.52950551E+01
  0.95930776E+00  0.52945147E+01
