 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.31294e-02   1.13047e-02   5.19202e-03 | 2.96260e-02 | 4.24591e-02 | 2.13330e-01 | 7.63553e-01 | 3.26241e+01
  2 | 3.06318e-02 | 2.60384e-03   4.53283e-03   9.10079e-03 | 1.62375e-02 | 1.21779e-02 | 1.32530e-03 | 1.59506e-01 | 4.04699e-01
  3 | 3.68159e-02 | 4.89234e-03   4.15030e-03   5.94400e-03 | 1.49866e-02 | 8.66830e-03 | 1.08259e-03 | 1.24672e-01 | 3.66509e-01
  4 | 2.63848e-02 | 4.19760e-03   4.04948e-03   3.33581e-03 | 1.15829e-02 | 6.01448e-03 | 7.90355e-04 | 1.01642e-01 | 2.30964e-01
  5 | 1.79133e-02 | 2.84914e-03   2.82165e-03   2.58403e-03 | 8.25482e-03 | 4.16143e-03 | 5.46050e-04 | 5.74663e-02 | 1.80338e-01
  6 | 1.26327e-02 | 2.70931e-03   6.19236e-04   1.17824e-03 | 4.50678e-03 | 2.88099e-03 | 3.82390e-04 | 9.30821e-02 | 7.42381e-02
  7 | 9.18872e-03 | 3.16486e-04   1.56922e-03   2.42766e-03 | 4.31337e-03 | 2.12297e-03 | 2.80528e-04 | 8.08304e-02 | 1.19871e-01
  8 | 5.77181e-03 | 2.52745e-04   1.14944e-03   2.81021e-04 | 1.17771e-03 | 1.36427e-03 | 1.81228e-04 | 2.96243e-01 | 4.37441e-02
  9 | 3.95547e-03 | 2.85941e-03   6.51195e-04   1.67894e-04 | 3.34271e-03 | 9.33583e-04 | 1.20492e-04 | 3.80936e-01 | 2.92372e-02
 10 | 2.81449e-03 | 1.16686e-03   2.95856e-04   3.86971e-04 | 4.84032e-04 | 7.73251e-04 | 8.56906e-05 | 1.01976e-01 | 5.07600e-02
 11 | 2.20907e-03 | 9.78730e-06   1.06693e-03   5.23763e-04 | 5.52950e-04 | 6.06099e-04 | 6.84582e-05 | 6.84378e-02 | 5.08656e-03
 12 | 1.49205e-03 | 3.25973e-04   1.64119e-03   2.05525e-04 | 1.52074e-03 | 4.52281e-04 | 4.61569e-05 | 9.09544e-02 | 1.76667e-02
 13 | 9.97312e-04 | 2.75560e-05   6.72076e-04   2.30458e-04 | 8.74978e-04 | 4.08592e-04 | 3.16210e-05 | 1.14829e-01 | 1.12716e-02
 14 | 8.21018e-04 | 5.68494e-04   1.25322e-03   7.60003e-04 | 1.44472e-03 | 4.50718e-04 | 2.83228e-05 | 1.55442e-01 | 5.83640e-03
 15 | 9.63791e-04 | 8.35185e-04   2.24272e-03   1.19542e-03 | 4.27332e-03 | 4.09657e-04 | 2.74792e-05 | 1.22788e-01 | 8.85087e-03
