 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.30673e-02   1.07705e-02   6.35737e-03 | 3.01952e-02 | 4.26106e-02 | 2.13477e-01 | 7.46789e-01 | 3.26241e+01
  2 | 3.06318e-02 | 3.32622e-03   4.59732e-03   1.12788e-02 | 1.92024e-02 | 1.22169e-02 | 1.32597e-03 | 1.31117e-01 | 4.04699e-01
  3 | 3.68159e-02 | 4.52535e-03   4.21710e-03   5.17554e-03 | 1.39180e-02 | 8.55297e-03 | 1.08487e-03 | 9.20230e-02 | 3.66509e-01
  4 | 2.63848e-02 | 3.18563e-03   3.53435e-03   3.03888e-03 | 9.75886e-03 | 6.20770e-03 | 7.94606e-04 | 9.68804e-02 | 2.30964e-01
  5 | 1.79133e-02 | 3.81524e-03   1.07697e-03   1.50201e-03 | 6.39422e-03 | 4.05588e-03 | 5.44500e-04 | 8.58136e-02 | 1.80338e-01
  6 | 1.26327e-02 | 1.65738e-04   2.19207e-03   1.28601e-03 | 3.64382e-03 | 2.90873e-03 | 3.86106e-04 | 8.53061e-02 | 7.42381e-02
  7 | 9.18872e-03 | 1.88824e-03   2.17237e-03   3.39516e-03 | 7.45577e-03 | 2.13557e-03 | 2.78838e-04 | 3.74016e-01 | 1.19871e-01
  8 | 5.77181e-03 | 1.24212e-03   5.11257e-04   7.12543e-04 | 1.04083e-03 | 1.39216e-03 | 1.79815e-04 | 3.63653e-01 | 4.37441e-02
  9 | 3.95547e-03 | 7.10260e-04   1.52520e-03   1.23186e-03 | 2.04680e-03 | 9.43317e-04 | 1.22498e-04 | 9.97139e-02 | 2.92372e-02
 10 | 2.81449e-03 | 1.91851e-03   1.80490e-03   2.18496e-04 | 1.04881e-04 | 7.55958e-04 | 8.64202e-05 | 1.50279e-01 | 5.07600e-02
 11 | 2.20907e-03 | 1.21606e-03   9.77964e-04   6.90916e-04 | 4.52825e-04 | 6.16195e-04 | 6.73850e-05 | 1.33148e-01 | 5.08656e-03
 12 | 1.49205e-03 | 9.83303e-04   1.22944e-03   1.75677e-04 | 2.38842e-03 | 4.78498e-04 | 4.74331e-05 | 1.39099e-01 | 1.76667e-02
 13 | 9.97312e-04 | 4.11705e-04   4.28397e-04   3.58593e-04 | 1.19870e-03 | 4.07334e-04 | 3.07527e-05 | 1.00483e-01 | 1.12716e-02
 14 | 8.21018e-04 | 5.03185e-04   1.27255e-04   2.20346e-04 | 4.10094e-04 | 3.88795e-04 | 2.47621e-05 | 7.60383e-02 | 5.83640e-03
 15 | 9.63791e-04 | 2.06364e-03   3.34203e-04   1.92948e-04 | 2.59079e-03 | 3.68372e-04 | 2.80960e-05 | 9.93097e-02 | 8.85087e-03
