 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.25287e-02   9.97386e-03   6.57387e-03 | 2.90764e-02 | 4.08643e-02 | 2.13294e-01 | 7.53989e-01 | 3.26414e+01
  2 | 3.10133e-02 | 3.86544e-03   2.48028e-03   1.00443e-02 | 1.63901e-02 | 1.18123e-02 | 1.33115e-03 | 1.58056e-01 | 4.48428e-01
  3 | 3.64341e-02 | 5.05866e-03   4.81903e-03   4.61882e-03 | 1.44965e-02 | 8.28666e-03 | 1.07414e-03 | 1.18153e-01 | 3.19809e-01
  4 | 2.54103e-02 | 4.58761e-03   5.43618e-03   3.49215e-03 | 1.35159e-02 | 5.71213e-03 | 7.65082e-04 | 1.20842e-01 | 2.61301e-01
  5 | 1.76196e-02 | 8.53241e-04   1.13064e-03   1.68940e-03 | 3.67328e-03 | 3.92789e-03 | 5.32512e-04 | 1.50056e-01 | 1.51901e-01
  6 | 1.25481e-02 | 3.15847e-03   1.98296e-03   1.30981e-03 | 6.45124e-03 | 2.78927e-03 | 3.81861e-04 | 1.06454e-01 | 1.01863e-01
  7 | 8.38082e-03 | 3.56026e-04   9.42251e-04   1.08156e-03 | 2.37984e-03 | 1.83181e-03 | 2.56741e-04 | 1.33367e-01 | 7.56080e-02
  8 | 5.92043e-03 | 8.79287e-04   1.23941e-04   1.09210e-03 | 1.84745e-03 | 1.35559e-03 | 1.83478e-04 | 9.74160e-02 | 5.47477e-02
  9 | 4.15116e-03 | 4.68070e-04   8.10054e-04   1.43370e-03 | 2.71182e-03 | 9.44748e-04 | 1.25436e-04 | 9.12249e-02 | 3.84824e-02
 10 | 2.87907e-03 | 2.17106e-04   9.99484e-04   2.43139e-04 | 1.45973e-03 | 7.48336e-04 | 8.97494e-05 | 1.03882e-01 | 5.17592e-02
 11 | 2.03030e-03 | 9.86430e-04   1.60967e-04   5.13460e-04 | 6.33937e-04 | 5.16108e-04 | 6.31969e-05 | 1.16162e-01 | 8.19603e-03
 12 | 1.68433e-03 | 3.97367e-04   5.82362e-04   6.47458e-04 | 1.62719e-03 | 6.09997e-04 | 5.14644e-05 | 7.40608e-02 | 1.45638e-02
 13 | 8.62912e-04 | 5.11922e-04   6.32616e-04   1.26993e-03 | 1.39063e-03 | 4.52956e-04 | 2.84267e-05 | 1.34956e-01 | 1.07812e-02
 14 | 1.47719e-04 | 2.21882e-04   5.13787e-04   1.48025e-03 | 2.21591e-03 | 3.70056e-04 | 6.77901e-06 | 1.37391e-01 | 1.39103e-02
