 it |          δμ |                               δocc orb |    δimp occ |       δGimp |         δG0 |          δΣ |      δE_tot 
  1 | 0.00000e+00 | 1.22782e-02   1.07946e-02   6.91476e-03 | 2.99876e-02 | 4.09451e-02 | 2.13393e-01 | 7.61717e-01 | 3.26414e+01
  2 | 3.10133e-02 | 3.43436e-03   4.27419e-03   1.06466e-02 | 1.83551e-02 | 1.17729e-02 | 1.33207e-03 | 1.28521e-01 | 4.48428e-01
  3 | 3.64341e-02 | 5.64199e-03   4.69335e-03   4.65644e-03 | 1.49918e-02 | 8.31601e-03 | 1.07594e-03 | 1.42367e-01 | 3.19809e-01
  4 | 2.54103e-02 | 2.59175e-03   2.73019e-03   3.55849e-03 | 8.88043e-03 | 5.73507e-03 | 7.66888e-04 | 1.01705e-01 | 2.61301e-01
  5 | 1.76196e-02 | 2.66049e-03   3.66616e-03   3.11961e-03 | 9.44625e-03 | 3.86814e-03 | 5.32718e-04 | 1.41448e-01 | 1.51901e-01
  6 | 1.25481e-02 | 2.02142e-03   7.95764e-04   1.68034e-04 | 2.98522e-03 | 2.82093e-03 | 3.82920e-04 | 1.40092e-01 | 1.01863e-01
  7 | 8.38082e-03 | 1.62362e-03   7.33360e-04   1.79323e-03 | 4.15021e-03 | 1.86934e-03 | 2.57429e-04 | 1.71409e-01 | 7.56080e-02
  8 | 5.92043e-03 | 4.56081e-04   1.99183e-03   8.74460e-04 | 6.61290e-04 | 1.38518e-03 | 1.80985e-04 | 1.15862e-01 | 5.47477e-02
  9 | 4.15116e-03 | 6.33520e-04   6.72238e-05   1.67823e-03 | 2.37898e-03 | 9.63711e-04 | 1.28698e-04 | 9.75907e-02 | 3.84824e-02
 10 | 2.87907e-03 | 7.29985e-04   6.95616e-04   7.11109e-04 | 7.45478e-04 | 8.02362e-04 | 8.83843e-05 | 1.47780e-01 | 5.17592e-02
 11 | 2.03030e-03 | 8.06743e-04   1.00087e-03   9.94099e-04 | 8.13515e-04 | 5.65150e-04 | 6.09381e-05 | 9.05378e-02 | 8.19603e-03
 12 | 1.68433e-03 | 4.87515e-04   2.33449e-04   1.09687e-04 | 6.11277e-04 | 6.18607e-04 | 5.41092e-05 | 2.17590e-01 | 1.45638e-02
 13 | 8.62912e-04 | 1.17169e-03   9.83412e-04   6.38526e-04 | 2.79363e-03 | 4.76528e-04 | 2.82210e-05 | 2.20911e-01 | 1.07812e-02
 14 | 1.47719e-04 | 1.86446e-04   4.46632e-04   3.53073e-04 | 6.13259e-04 | 3.41218e-04 | 6.13090e-06 | 2.99324e-01 | 1.39103e-02
